"Row_ID","Order_ID","Order_Date","Ship_Date","Customer_Name","City","Ship_Mode","Customer_ID","Country","Segment","Sales","State","Postal_Code","Region","Product_ID","Category","Sub_Category","Product_Name"
"1986","CA-2015-164721","25/11/2015","27/11/2015","Laurel Workman","Brentwood","Second Class","LW-16825","United States","Corporate","26.76","California","94513","West","OFF-PA-10000575","Office Supplies","Paper","Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page"
"1987","CA-2017-147417","25/07/2017","27/07/2017","Christy Brittain","Columbus","First Class","CB-12415","United States","Consumer","1439.976","Ohio","43229","East","TEC-CO-10001449","Technology","Copiers","Hewlett Packard LaserJet 3310 Copier"
"1988","CA-2016-127509","9/11/2016","13/11/2016","Adam Shillingsburg","Springfield","Standard Class","AS-10090","United States","Consumer","17.22","Missouri","65807","Central","OFF-BI-10002393","Office Supplies","Binders","Binder Posts"
"1989","CA-2016-127509","9/11/2016","13/11/2016","Adam Shillingsburg","Springfield","Standard Class","AS-10090","United States","Consumer","1024.38","Missouri","65807","Central","FUR-TA-10002855","Furniture","Tables","Bevis Round Conference Table Top & Single Column Base"
"1990","CA-2016-127509","9/11/2016","13/11/2016","Adam Shillingsburg","Springfield","Standard Class","AS-10090","United States","Consumer","26.22","Missouri","65807","Central","OFF-EN-10000781","Office Supplies","Envelopes","#10- 4 1/8 x 9 1/2 Recycled Envelopes"
"1991","CA-2016-127509","9/11/2016","13/11/2016","Adam Shillingsburg","Springfield","Standard Class","AS-10090","United States","Consumer","17.34","Missouri","65807","Central","OFF-PA-10002160","Office Supplies","Paper","Xerox 1978"
"1992","CA-2018-111374","24/02/2018","28/02/2018","Christy Brittain","Philadelphia","Standard Class","CB-12415","United States","Consumer","4.956","Pennsylvania","19134","East","OFF-BI-10004970","Office Supplies","Binders","ACCOHIDE 3-Ring Binder, Blue, 1"
"1993","CA-2018-133648","25/06/2018","2/7/2018","Max Ludwig","Springfield","Standard Class","ML-17755","United States","Home Office","71.04","Oregon","97477","West","OFF-LA-10003923","Office Supplies","Labels","Alphabetical Labels for Top Tab Filing"
"1994","CA-2018-133648","25/06/2018","2/7/2018","Max Ludwig","Springfield","Standard Class","ML-17755","United States","Home Office","5.344","Oregon","97477","West","OFF-AR-10002257","Office Supplies","Art","Eldon Spacemaker Box, Quick-Snap Lid, Clear"
"1995","CA-2018-133648","25/06/2018","2/7/2018","Max Ludwig","Springfield","Standard Class","ML-17755","United States","Home Office","11.304","Oregon","97477","West","OFF-FA-10004395","Office Supplies","Fasteners","Plymouth Boxed Rubber Bands by Plymouth"
"1996","US-2018-147221","2/12/2018","4/12/2018","Joy Smith","Houston","Second Class","JS-16030","United States","Consumer","294.62","Texas","77036","Central","OFF-AP-10002534","Office Supplies","Appliances","3.6 Cubic Foot Counter Height Office Refrigerator"
"1997","US-2018-147221","2/12/2018","4/12/2018","Joy Smith","Houston","Second Class","JS-16030","United States","Consumer","8.752","Texas","77036","Central","FUR-FU-10004020","Furniture","Furnishings","Advantus Panel Wall Acrylic Frame"
"1998","CA-2015-131905","6/2/2015","9/2/2015","Neil Ducich","Chesapeake","First Class","ND-18460","United States","Corporate","15","Virginia","23320","South","OFF-LA-10002787","Office Supplies","Labels","Avery 480"
"1999","CA-2015-131905","6/2/2015","9/2/2015","Neil Ducich","Chesapeake","First Class","ND-18460","United States","Corporate","161.61","Virginia","23320","South","TEC-PH-10003645","Technology","Phones","Aastra 57i VoIP phone"
"2000","CA-2015-131905","6/2/2015","9/2/2015","Neil Ducich","Chesapeake","First Class","ND-18460","United States","Corporate","144.95","Virginia","23320","South","TEC-PH-10001615","Technology","Phones","AT&T CL82213"
"2001","CA-2018-166128","11/4/2018","18/04/2018","Luke Weiss","Pasadena","Standard Class","LW-17215","United States","Consumer","199.95","California","91104","West","TEC-AC-10001767","Technology","Accessories","SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card"
"2002","CA-2018-166128","11/4/2018","18/04/2018","Luke Weiss","Pasadena","Standard Class","LW-17215","United States","Consumer","41.86","California","91104","West","OFF-AR-10001221","Office Supplies","Art","Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color"
"2003","CA-2018-163510","25/12/2018","28/12/2018","Joni Wasserman","Louisville","Second Class","JW-15955","United States","Consumer","95.94","Kentucky","40214","South","OFF-ST-10000563","Office Supplies","Storage","Fellowes Bankers Box Stor/Drawer Steel Plus"
"2004","CA-2018-163510","25/12/2018","28/12/2018","Joni Wasserman","Louisville","Second Class","JW-15955","United States","Consumer","304.45","Kentucky","40214","South","FUR-CH-10001146","Furniture","Chairs","Global Value Mid-Back Managers Chair, Gray"
"2005","US-2018-143028","11/4/2018","18/04/2018","Sample Company A","Lubbock","Standard Class","SC-20050","United States","Home Office","11.364","Texas","79424","Central","OFF-BI-10004738","Office Supplies","Binders","Flexible Leather- Look Classic Collection Ring Binder"
"2006","CA-2015-111150","31/12/2015","4/1/2016","Rob Williams","Columbia","Standard Class","RW-19630","United States","Corporate","29.68","Missouri","65203","Central","OFF-AR-10000034","Office Supplies","Art","BIC Brite Liner Grip Highlighters, Assorted, 5/Pack"
"2007","CA-2015-111150","31/12/2015","4/1/2016","Rob Williams","Columbia","Standard Class","RW-19630","United States","Corporate","47.53","Missouri","65203","Central","TEC-AC-10000290","Technology","Accessories","Sabrent 4-Port USB 2.0 Hub"
"2008","CA-2018-165386","3/8/2018","4/8/2018","Charlotte Melton","Chicago","First Class","CM-12190","United States","Consumer","183.372","Illinois","60623","Central","FUR-BO-10003034","Furniture","Bookcases","OSullivan Elevations Bookcase, Cherry Finish"
"2009","CA-2015-116407","15/11/2015","21/11/2015","Jamie Frazer","Johnson City","Standard Class","JF-15190","United States","Consumer","4.224","Tennessee","37604","South","OFF-AR-10001315","Office Supplies","Art","Newell 310"
"2010","CA-2015-116407","15/11/2015","21/11/2015","Jamie Frazer","Johnson City","Standard Class","JF-15190","United States","Consumer","333.056","Tennessee","37604","South","OFF-AP-10002118","Office Supplies","Appliances","1.7 Cubic Foot Compact Cube Office Refrigerators"
"2011","CA-2015-116407","15/11/2015","21/11/2015","Jamie Frazer","Johnson City","Standard Class","JF-15190","United States","Consumer","24.896","Tennessee","37604","South","OFF-PA-10002137","Office Supplies","Paper","Southworth 100% Résumé Paper, 24lb."
"2012","CA-2016-155761","11/12/2016","11/12/2016","Stuart Calhoun","Houston","Same Day","SC-20800","United States","Consumer","159.984","Texas","77041","Central","TEC-AC-10001606","Technology","Accessories","Logitech Wireless Performance Mouse MX for PC and Mac"
"2013","CA-2016-155761","11/12/2016","11/12/2016","Stuart Calhoun","Houston","Same Day","SC-20800","United States","Consumer","46.344","Texas","77041","Central","OFF-ST-10000943","Office Supplies","Storage","Eldon ProFile File N Store Portable File Tub Letter/Legal Size Black"
"2014","CA-2017-145905","18/09/2017","23/09/2017","Anne McFarland","Auburn","Standard Class","AM-10705","United States","Consumer","350.98","Alabama","36830","South","FUR-CH-10001854","Furniture","Chairs","Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat"
"2015","CA-2017-145905","18/09/2017","23/09/2017","Anne McFarland","Auburn","Standard Class","AM-10705","United States","Consumer","13.08","Alabama","36830","South","OFF-PA-10000533","Office Supplies","Paper","Southworth Parchment Paper & Envelopes"
"2016","CA-2017-145905","18/09/2017","23/09/2017","Anne McFarland","Auburn","Standard Class","AM-10705","United States","Consumer","900.08","Alabama","36830","South","OFF-ST-10003716","Office Supplies","Storage","Tennsco Double-Tier Lockers"
"2017","CA-2016-113110","19/03/2016","23/03/2016","Berenike Kampe","San Bernardino","Standard Class","BK-11260","United States","Consumer","17.568","California","92404","West","OFF-BI-10000088","Office Supplies","Binders","GBC Imprintable Covers"
"2018","CA-2016-113110","19/03/2016","23/03/2016","Berenike Kampe","San Bernardino","Standard Class","BK-11260","United States","Consumer","14.62","California","92404","West","OFF-LA-10000240","Office Supplies","Labels","Self-Adhesive Address Labels for Typewriters by Universal"
"2019","CA-2016-113110","19/03/2016","23/03/2016","Berenike Kampe","San Bernardino","Standard Class","BK-11260","United States","Consumer","33.36","California","92404","West","OFF-SU-10001165","Office Supplies","Supplies","Acme Elite Stainless Steel Scissors"
"2020","CA-2016-113110","19/03/2016","23/03/2016","Berenike Kampe","San Bernardino","Standard Class","BK-11260","United States","Consumer","40.14","California","92404","West","OFF-PA-10002749","Office Supplies","Paper","Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page"
"2021","CA-2017-168354","19/09/2017","21/09/2017","Rick Huthwaite","Providence","First Class","RH-19510","United States","Home Office","1606.23","Rhode Island","2908","East","OFF-ST-10001490","Office Supplies","Storage","Hot File 7-Pocket, Floor Stand"
"2022","CA-2017-168354","19/09/2017","21/09/2017","Rick Huthwaite","Providence","First Class","RH-19510","United States","Home Office","17.04","Rhode Island","2908","East","OFF-PA-10002377","Office Supplies","Paper","Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4X8 1/2, 200/Messages"
"2023","CA-2017-168354","19/09/2017","21/09/2017","Rick Huthwaite","Providence","First Class","RH-19510","United States","Home Office","49.53","Rhode Island","2908","East","OFF-BI-10004826","Office Supplies","Binders","JM Magazine Binder"
"2024","CA-2017-168354","19/09/2017","21/09/2017","Rick Huthwaite","Providence","First Class","RH-19510","United States","Home Office","872.32","Rhode Island","2908","East","FUR-CH-10004675","Furniture","Chairs","Lifetime Advantage Folding Chairs, 4/Carton"
"2025","US-2018-111241","20/08/2018","22/08/2018","Gene McClure","Fresno","Second Class","GM-14500","United States","Consumer","239.12","California","93727","West","OFF-BI-10002867","Office Supplies","Binders","GBC Recycled Regency Composition Covers"
"2026","CA-2016-114237","13/03/2016","15/03/2016","Marc Crier","Seattle","First Class","MC-17275","United States","Consumer","141.96","Washington","98103","West","FUR-BO-10004409","Furniture","Bookcases","Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray"
"2027","CA-2017-113516","8/9/2017","10/9/2017","Valerie Mitchum","Lancaster","Second Class","VM-21685","United States","Home Office","33.024","California","93534","West","OFF-BI-10002225","Office Supplies","Binders","Square Ring Data Binders, Rigid 75 Pt. Covers, 11 x 14-7/8"
"2028","CA-2017-113516","8/9/2017","10/9/2017","Valerie Mitchum","Lancaster","Second Class","VM-21685","United States","Home Office","67.136","California","93534","West","OFF-BI-10001989","Office Supplies","Binders","Premium Transparent Presentation Covers by GBC"
"2029","CA-2016-117961","26/11/2016","30/11/2016","Guy Phonely","Leominster","Standard Class","GP-14740","United States","Corporate","14.73","Massachusetts","1453","East","OFF-BI-10000343","Office Supplies","Binders","Pressboard Covers with Storage Hooks, 9 1/2 x 11, Light Blue"
"2030","CA-2016-117961","26/11/2016","30/11/2016","Guy Phonely","Leominster","Standard Class","GP-14740","United States","Corporate","104.9","Massachusetts","1453","East","OFF-ST-10001172","Office Supplies","Storage","Tennsco Lockers, Sand"
"2031","CA-2016-117961","26/11/2016","30/11/2016","Guy Phonely","Leominster","Standard Class","GP-14740","United States","Corporate","61.04","Massachusetts","1453","East","OFF-BI-10003707","Office Supplies","Binders","Aluminum Screw Posts"
"2032","CA-2016-117961","26/11/2016","30/11/2016","Guy Phonely","Leominster","Standard Class","GP-14740","United States","Corporate","10.95","Massachusetts","1453","East","OFF-PA-10001274","Office Supplies","Paper","Loose Memo Sheets"
"2033","CA-2017-128923","9/12/2017","13/12/2017","George Bell","Fort Worth","Standard Class","GB-14530","United States","Corporate","9.392","Texas","76106","Central","OFF-PA-10002250","Office Supplies","Paper","Things To Do Today Pad"
"2034","CA-2017-128923","9/12/2017","13/12/2017","George Bell","Fort Worth","Standard Class","GB-14530","United States","Corporate","9.328","Texas","76106","Central","OFF-AR-10000475","Office Supplies","Art","Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black"
"2035","CA-2018-162481","25/09/2018","29/09/2018","Carol Triggs","Rochester","Standard Class","CT-11995","United States","Consumer","8.26","Minnesota","55901","Central","OFF-BI-10002976","Office Supplies","Binders","ACCOHIDE Binder by Acco"
"2036","CA-2018-162481","25/09/2018","29/09/2018","Carol Triggs","Rochester","Standard Class","CT-11995","United States","Consumer","269.97","Minnesota","55901","Central","FUR-CH-10003061","Furniture","Chairs","Global Leather Task Chair, Black"
"2037","CA-2016-119214","23/01/2016","27/01/2016","Carl Weiss","Bozeman","Standard Class","CW-11905","United States","Home Office","29.04","Montana","59715","West","OFF-PA-10002893","Office Supplies","Paper","Wirebound Service Call Books, 5 1/2 x 4"
"2038","CA-2016-119214","23/01/2016","27/01/2016","Carl Weiss","Bozeman","Standard Class","CW-11905","United States","Home Office","14.62","Montana","59715","West","OFF-LA-10003077","Office Supplies","Labels","Avery 500"
"2039","CA-2016-122287","18/06/2016","23/06/2016","Skye Norling","Peoria","Standard Class","SN-20560","United States","Home Office","11.952","Arizona","85345","West","OFF-PA-10001661","Office Supplies","Paper","Xerox 1922"
"2040","CA-2016-122287","18/06/2016","23/06/2016","Skye Norling","Peoria","Standard Class","SN-20560","United States","Home Office","4.536","Arizona","85345","West","OFF-BI-10004656","Office Supplies","Binders","Peel & Stick Add-On Corner Pockets"
"2041","CA-2016-122287","18/06/2016","23/06/2016","Skye Norling","Peoria","Standard Class","SN-20560","United States","Home Office","9.156","Arizona","85345","West","OFF-BI-10003707","Office Supplies","Binders","Aluminum Screw Posts"
"2042","CA-2016-122287","18/06/2016","23/06/2016","Skye Norling","Peoria","Standard Class","SN-20560","United States","Home Office","75.36","Arizona","85345","West","FUR-FU-10004973","Furniture","Furnishings","Flat Face Poster Frame"
"2043","CA-2016-104493","2/10/2016","8/10/2016","Ed Braxton","San Diego","Standard Class","EB-13705","United States","Corporate","57.504","California","92105","West","OFF-BI-10004817","Office Supplies","Binders","GBC Personal VeloBind Strips"
"2044","US-2018-158946","18/11/2018","23/11/2018","Jane Waco","Lakewood","Standard Class","JW-15220","United States","Corporate","38.864","Ohio","44107","East","OFF-AR-10001860","Office Supplies","Art","BIC Liqua Brite Liner"
"2045","CA-2015-129168","17/08/2015","23/08/2015","Ken Black","Houston","Standard Class","KB-16585","United States","Corporate","15.552","Texas","77095","Central","OFF-PA-10001639","Office Supplies","Paper","Xerox 203"
"2046","CA-2017-131835","17/07/2017","21/07/2017","Matt Collister","Perth Amboy","Standard Class","MC-17590","United States","Corporate","162.64","New Jersey","8861","East","OFF-AP-10004487","Office Supplies","Appliances","Kensington 4 Outlet MasterPiece Compact Power Control Center"
"2047","CA-2017-131835","17/07/2017","21/07/2017","Matt Collister","Perth Amboy","Standard Class","MC-17590","United States","Corporate","597","New Jersey","8861","East","TEC-PH-10001760","Technology","Phones","Bose SoundLink Bluetooth Speaker"
"2048","CA-2017-131835","17/07/2017","21/07/2017","Matt Collister","Perth Amboy","Standard Class","MC-17590","United States","Corporate","55.48","New Jersey","8861","East","OFF-PA-10004071","Office Supplies","Paper","Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box"
"2049","CA-2016-142237","11/7/2016","13/07/2016","Clytie Kelty","Philadelphia","First Class","CK-12595","United States","Consumer","289.8","Pennsylvania","19134","East","FUR-FU-10004848","Furniture","Furnishings","Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock"
"2050","CA-2016-142237","11/7/2016","13/07/2016","Clytie Kelty","Philadelphia","First Class","CK-12595","United States","Consumer","2.502","Pennsylvania","19134","East","OFF-BI-10004022","Office Supplies","Binders","Acco Suede Grain Vinyl Round Ring Binder"
"2051","CA-2016-142237","11/7/2016","13/07/2016","Clytie Kelty","Philadelphia","First Class","CK-12595","United States","Consumer","6.48","Pennsylvania","19134","East","OFF-BI-10003669","Office Supplies","Binders","3M Organizer Strips"
"2052","CA-2016-142237","11/7/2016","13/07/2016","Clytie Kelty","Philadelphia","First Class","CK-12595","United States","Consumer","341.488","Pennsylvania","19134","East","FUR-CH-10003833","Furniture","Chairs","Novimex Fabric Task Chair"
"2053","CA-2016-142237","11/7/2016","13/07/2016","Clytie Kelty","Philadelphia","First Class","CK-12595","United States","Consumer","11.12","Pennsylvania","19134","East","OFF-AR-10003732","Office Supplies","Art","Newell 333"
"2054","CA-2016-142237","11/7/2016","13/07/2016","Clytie Kelty","Philadelphia","First Class","CK-12595","United States","Consumer","25.344","Pennsylvania","19134","East","FUR-FU-10003142","Furniture","Furnishings","Master Big Foot Doorstop, Beige"
"2055","CA-2017-136434","1/12/2017","7/12/2017","Rick Duston","Richmond","Standard Class","RD-19480","United States","Consumer","17.31","Indiana","47374","Central","FUR-FU-10001196","Furniture","Furnishings","DAX Cubicle Frames - 8x10"
"2056","CA-2018-120376","22/12/2018","25/12/2018","Theone Pippenger","Detroit","First Class","TP-21130","United States","Consumer","199.95","Michigan","48227","Central","TEC-AC-10001114","Technology","Accessories","Microsoft Wireless Mobile Mouse 4000"
"2057","CA-2018-120376","22/12/2018","25/12/2018","Theone Pippenger","Detroit","First Class","TP-21130","United States","Consumer","1586.69","Michigan","48227","Central","FUR-CH-10002335","Furniture","Chairs","Hon GuestStacker Chair"
"2058","CA-2018-120376","22/12/2018","25/12/2018","Theone Pippenger","Detroit","First Class","TP-21130","United States","Consumer","84.99","Michigan","48227","Central","TEC-AC-10000844","Technology","Accessories","Logitech Gaming G510s - Keyboard"
"2059","CA-2018-120376","22/12/2018","25/12/2018","Theone Pippenger","Detroit","First Class","TP-21130","United States","Consumer","411.8","Michigan","48227","Central","FUR-TA-10004534","Furniture","Tables","Bevis 44 x 96 Conference Tables"
"2060","CA-2015-106439","31/10/2015","4/11/2015","Greg Guthrie","Los Angeles","Standard Class","GG-14650","United States","Corporate","11.34","California","90049","West","OFF-FA-10002975","Office Supplies","Fasteners","Staples"
"2061","CA-2015-106439","31/10/2015","4/11/2015","Greg Guthrie","Los Angeles","Standard Class","GG-14650","United States","Corporate","80.3","California","90049","West","OFF-ST-10003996","Office Supplies","Storage","Letter/Legal File Tote with Clear Snap-On Lid, Black Granite"
"2062","CA-2015-106439","31/10/2015","4/11/2015","Greg Guthrie","Los Angeles","Standard Class","GG-14650","United States","Corporate","15.968","California","90049","West","OFF-BI-10002571","Office Supplies","Binders","Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2"
"2063","CA-2015-106439","31/10/2015","4/11/2015","Greg Guthrie","Los Angeles","Standard Class","GG-14650","United States","Corporate","64.74","California","90049","West","OFF-PA-10000477","Office Supplies","Paper","Xerox 1952"
"2064","CA-2015-106439","31/10/2015","4/11/2015","Greg Guthrie","Los Angeles","Standard Class","GG-14650","United States","Corporate","19.296","California","90049","West","OFF-BI-10004209","Office Supplies","Binders","Fellowes Twister Kit, Gray/Clear, 3/pkg"
"2065","CA-2015-106439","31/10/2015","4/11/2015","Greg Guthrie","Los Angeles","Standard Class","GG-14650","United States","Corporate","405.64","California","90049","West","OFF-ST-10001963","Office Supplies","Storage","Tennsco Regal Shelving Units"
"2066","CA-2015-106439","31/10/2015","4/11/2015","Greg Guthrie","Los Angeles","Standard Class","GG-14650","United States","Corporate","146.352","California","90049","West","FUR-CH-10003833","Furniture","Chairs","Novimex Fabric Task Chair"
"2067","CA-2015-106439","31/10/2015","4/11/2015","Greg Guthrie","Los Angeles","Standard Class","GG-14650","United States","Corporate","251.91","California","90049","West","TEC-AC-10004568","Technology","Accessories","Maxell LTO Ultrium - 800 GB"
"2068","CA-2015-106439","31/10/2015","4/11/2015","Greg Guthrie","Los Angeles","Standard Class","GG-14650","United States","Corporate","12.39","California","90049","West","OFF-AR-10001419","Office Supplies","Art","Newell 325"
"2069","CA-2016-133452","13/04/2016","19/04/2016","Zuschuss Carroll","Pomona","Standard Class","ZC-21910","United States","Consumer","199.96","California","91767","West","TEC-AC-10002800","Technology","Accessories","Plantronics Audio 478 Stereo USB Headset"
"2070","CA-2016-133452","13/04/2016","19/04/2016","Zuschuss Carroll","Pomona","Standard Class","ZC-21910","United States","Consumer","710.832","California","91767","West","FUR-TA-10003954","Furniture","Tables","Hon 94000 Series Round Tables"
"2071","CA-2017-146521","21/07/2017","23/07/2017","Corey Catlett","Philadelphia","Second Class","CC-12610","United States","Corporate","1.941","Pennsylvania","19134","East","OFF-BI-10000301","Office Supplies","Binders","GBC Instant Report Kit"
"2072","US-2018-110996","20/11/2018","25/11/2018","Kelly Andreada","Ontario","Standard Class","KA-16525","United States","Consumer","283.92","California","91761","West","FUR-CH-10003956","Furniture","Chairs","Novimex High-Tech Fabric Mesh Task Chair"
"2073","CA-2017-129693","26/11/2017","2/12/2017","Tamara Chand","Seattle","Standard Class","TC-20980","United States","Corporate","7.312","Washington","98105","West","OFF-BI-10002954","Office Supplies","Binders","Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders"
"2074","CA-2018-122504","7/11/2018","12/11/2018","Deborah Brumfield","Brentwood","Second Class","DB-13270","United States","Home Office","59.97","California","94513","West","TEC-AC-10003289","Technology","Accessories","Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard"
"2075","CA-2018-122504","7/11/2018","12/11/2018","Deborah Brumfield","Brentwood","Second Class","DB-13270","United States","Home Office","761.544","California","94513","West","TEC-PH-10002468","Technology","Phones","Plantronics CS 50-USB - headset - Convertible, Monaural"
"2076","CA-2015-131051","1/12/2015","5/12/2015","Toby Ritter","San Francisco","Standard Class","TR-21325","United States","Consumer","58.2","California","94122","West","FUR-FU-10001861","Furniture","Furnishings","Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts"
"2077","CA-2018-140676","12/9/2018","15/09/2018","Bart Folk","Baltimore","First Class","BF-11080","United States","Consumer","39.9","Maryland","21215","East","OFF-PA-10004082","Office Supplies","Paper","Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book"
"2078","CA-2018-140676","12/9/2018","15/09/2018","Bart Folk","Baltimore","First Class","BF-11080","United States","Consumer","90.86","Maryland","21215","East","OFF-AP-10000358","Office Supplies","Appliances","Fellowes Basic Home/Office Series Surge Protectors"
"2079","CA-2018-140676","12/9/2018","15/09/2018","Bart Folk","Baltimore","First Class","BF-11080","United States","Consumer","94.85","Maryland","21215","East","OFF-PA-10004243","Office Supplies","Paper","Xerox 1939"
"2080","CA-2016-120103","24/12/2016","29/12/2016","Maribeth Schnelling","Phoenix","Standard Class","MS-17365","United States","Consumer","106.232","Arizona","85023","West","OFF-PA-10001295","Office Supplies","Paper","Computer Printout Paper with Letter-Trim Perforations"
"2081","CA-2016-120103","24/12/2016","29/12/2016","Maribeth Schnelling","Phoenix","Standard Class","MS-17365","United States","Consumer","111.984","Arizona","85023","West","TEC-PH-10002170","Technology","Phones","ClearSounds CSC500 Amplified Spirit Phone Corded phone"
"2082","CA-2016-120103","24/12/2016","29/12/2016","Maribeth Schnelling","Phoenix","Standard Class","MS-17365","United States","Consumer","7.712","Arizona","85023","West","FUR-FU-10002885","Furniture","Furnishings","Magna Visual Magnetic Picture Hangers"
"2083","CA-2018-104647","23/02/2018","1/3/2018","Clytie Kelty","Los Angeles","Standard Class","CK-12595","United States","Consumer","37.44","California","90008","West","OFF-PA-10002870","Office Supplies","Paper","Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”"
"2084","CA-2015-110352","23/11/2015","29/11/2015","Emily Ducich","Houston","Standard Class","ED-13885","United States","Home Office","23.68","Texas","77036","Central","OFF-LA-10003923","Office Supplies","Labels","Alphabetical Labels for Top Tab Filing"
"2085","CA-2017-140501","23/06/2017","28/06/2017","Irene Maddox","New York City","Standard Class","IM-15070","United States","Consumer","122.12","New York","10009","East","OFF-LA-10003510","Office Supplies","Labels","Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White"
"2086","CA-2017-140501","23/06/2017","28/06/2017","Irene Maddox","New York City","Standard Class","IM-15070","United States","Consumer","18.45","New York","10009","East","OFF-LA-10000248","Office Supplies","Labels","Avery 52"
"2087","CA-2017-140501","23/06/2017","28/06/2017","Irene Maddox","New York City","Standard Class","IM-15070","United States","Consumer","324.9","New York","10009","East","OFF-ST-10000060","Office Supplies","Storage","Fellowes Bankers Box Staxonsteel Drawer File/Stacking System"
"2088","CA-2017-140501","23/06/2017","28/06/2017","Irene Maddox","New York City","Standard Class","IM-15070","United States","Consumer","146.73","New York","10009","East","OFF-PA-10003129","Office Supplies","Paper","Tops White Computer Printout Paper"
"2089","CA-2017-140501","23/06/2017","28/06/2017","Irene Maddox","New York City","Standard Class","IM-15070","United States","Consumer","3.96","New York","10009","East","OFF-FA-10004076","Office Supplies","Fasteners","Translucent Push Pins by OIC"
"2090","CA-2016-139290","26/10/2016","30/10/2016","Maribeth Yedwab","Rancho Cucamonga","Standard Class","MY-17380","United States","Corporate","5.76","California","91730","West","OFF-LA-10004008","Office Supplies","Labels","Avery 507"
"2091","CA-2018-166142","15/07/2018","19/07/2018","Magdelene Morse","Wilmington","Standard Class","MM-17260","United States","Consumer","26.55","Delaware","19805","East","OFF-BI-10004094","Office Supplies","Binders","GBC Standard Plastic Binding Systems Combs"
"2092","CA-2018-166142","15/07/2018","19/07/2018","Magdelene Morse","Wilmington","Standard Class","MM-17260","United States","Consumer","310.443","Delaware","19805","East","FUR-TA-10004607","Furniture","Tables","Hon 2111 Invitation Series Straight Table"
"2093","CA-2015-145926","17/11/2015","21/11/2015","Mark Packer","Moorhead","Standard Class","MP-17470","United States","Home Office","479.9","Minnesota","56560","Central","FUR-CH-10004289","Furniture","Chairs","Global Super Steno Chair"
"2094","CA-2016-149678","13/04/2016","15/04/2016","Anthony Witt","Farmington","Second Class","AW-10840","United States","Consumer","12.88","New Mexico","87401","West","OFF-SU-10004498","Office Supplies","Supplies","Martin-Yale Premier Letter Opener"
"2095","US-2016-164357","25/11/2016","29/11/2016","Sandra Flanagan","Wilmington","Standard Class","SF-20065","United States","Consumer","13.12","North Carolina","28403","South","OFF-AR-10001177","Office Supplies","Art","Newell 349"
"2096","US-2017-146570","15/05/2017","20/05/2017","Steve Nguyen","Jackson","Standard Class","SN-20710","United States","Home Office","511.84","Mississippi","39212","South","OFF-BI-10001718","Office Supplies","Binders","GBC DocuBind P50 Personal Binding Machine"
"2097","US-2017-146570","15/05/2017","20/05/2017","Steve Nguyen","Jackson","Standard Class","SN-20710","United States","Home Office","91.96","Mississippi","39212","South","OFF-AR-10004602","Office Supplies","Art","Boston KS Multi-Size Manual Pencil Sharpener"
"2098","US-2017-146570","15/05/2017","20/05/2017","Steve Nguyen","Jackson","Standard Class","SN-20710","United States","Home Office","8.34","Mississippi","39212","South","OFF-AR-10003856","Office Supplies","Art","Newell 344"
"2099","CA-2018-124401","7/9/2018","12/9/2018","Ruben Dartt","Portland","Standard Class","RD-19900","United States","Consumer","37.68","Oregon","97206","West","OFF-ST-10000649","Office Supplies","Storage","Hanging Personal Folder File"
"2100","CA-2018-124401","7/9/2018","12/9/2018","Ruben Dartt","Portland","Standard Class","RD-19900","United States","Consumer","279.944","Oregon","97206","West","TEC-AC-10002926","Technology","Accessories","Logitech Wireless Marathon Mouse M705"
"2101","US-2015-140116","10/3/2015","17/03/2015","Kean Thornton","Denver","Standard Class","KT-16480","United States","Consumer","636.408","Colorado","80219","West","OFF-ST-10000078","Office Supplies","Storage","Tennsco 6- and 18-Compartment Lockers"
"2102","US-2015-140116","10/3/2015","17/03/2015","Kean Thornton","Denver","Standard Class","KT-16480","United States","Consumer","83.168","Colorado","80219","West","OFF-AR-10001044","Office Supplies","Art","BOSTON Ranger #55 Pencil Sharpener, Black"
"2103","CA-2015-123295","18/07/2015","18/07/2015","Adrian Hane","Tucson","Same Day","AH-10120","United States","Home Office","259.136","Arizona","85705","West","FUR-CH-10002372","Furniture","Chairs","Office Star - Ergonomically Designed Knee Chair"
